kdp	1418135
ngg	1004315
tel	1385157
lulu	1397187
iqv	1478242
ddog	1561550
cm	1045520
cpng	1834584
cdns	813672
wit	1123799
rop	882835
bk	1390777
mar	1048286
dlr	1297996
vmw	1124610
dash	1792789
xlnx	743988
atvi	718877
bidu	1329099
aph	820313
mnst	865752
kmb	55785
cnc	1071739
msci	1408198
spg	1063761
e	1002242
eog	821189
hmc	715153
cmg	1058090
nem	1164727
orly	898173
crwd	1535527
vnja	1532383
algn	1097149
nio	1736541
twlo	1447669
tt	1466258
a	1090872
bce	718940
stz	16918
epd	1061219
ctas	723254
cnq	1017413
aig	5272
smfg	1022837
spot	1639920
trp	1232384
payx	723531
carr	1783180
scco	1001838
tak	1395064
gld	1222333
ebay	1065088
ctsh	1058290
msi	68505
hpq	47217
khc	1637459
aep	4904
trow	1113169
expgy	1376891
lyg	1160106
stm	932787
rsg	1060391
azo	866787
puk	1116578
alc	1167379
wba	1618921
zs	1713683
lhx	202058
gis	40704
bax	10456
abev	1565025
aptv	1521332
vod	839923
pxd	1038357
dell	1571996
sbac	1034054
bcs	312069
kkr	1404912
net	1477333
pru	1137774
bsbr	1471055
dd	1666700
mpc	1510295
slb	87347
dow	1751788
ntr	1725964
yum	1041061
crh	849395
hsy	47111
rok	1024478
isrg	1035267
danoy	1048515
hlt	1585689
veev	1393052
sre	1032208
trv	86312
odfl	878927
u	1810806
ppg	79879
ph	76334
ferg	1832433
afl	4977
rost	745732
ea	712515
bbva	842180
mck	927653
gpn	1123360
syy	96021
cvna	1690820
dhi	882184
mtd	1037646
rmd	943819
xel	72903
clpby	1294325
biib	875045
keys	1601046
bbd	1160330
vrsk	1442145
itub	1132597
adm	7084
epam	1352010
fast	815556
codyy	1012037
iff	51253
eric	717826
su	311337
mtch	891103
otis	1781335
mfc	1086888
sivb	719739
kmi	1506307
frc	1132979
twtr	1418091
kr	56873
all	899051
pltr	1321655
okta	1660134
well	766704
avb	915912
anss	1013462
efx	33185
awk	1410636
nok	924613
wcn	1318220
bf-a	14693
dfs	1393612
nue	73309
cbre	1138118
iau	1278680
cprt	900075
nwg	844150
mt	1243429
amp	820027
ctva	1755672
app	1751008
wst	105770
ndaq	1120193
gold	756894
eqr	906107
arzgy	1379235
cht	1132924
len	920760
ajg	354190
xpev	1810997
peg	788784
ame	1037868
tdg	1260221
are	1035443
ibkr	1381197
phg	313216
stt	93751
dltr	935703
tsn	100493
slf	1097362
psx	1534701
tu	868675
mfg	1335730
hubs	1404655
roku	1428439
zbra	877212
es	72741
sauhy	1451279
wmb	107263
glw	24741
skm	1015650
wec	783325
mdb	1441816
cmi	26172
lh	920148
wltw	1140536
lbrda	1611983
tscdy	885834
ed	1047862
bll	9389
docu	1261333
lgfry	1554394
hcmly	948696
lyb	1489393
mplx	1552000
swk	93556
wy	106535
fitb	35527
exr	1289490
pcar	75362
dia	1041130
cabhf	1436647
rkt	1805284
poahy	1450346
tlk	1001807
oran	1038143
etsy	1370637
vlo	1035002
fmx	1061736
sgen	1060736
cern	804753
mgddy	896076
vrsn	1014473
umc	1033767
pcg	1004980
vfc	103379
gwlif	850918
mdy	936958
csx	277948
rweoy	939380
ec	1444406
wegzy	1445166
hrl	48465
lvs	1300514
vmc	1396009
it	749251
caj	16988
mlm	916076
ter	97210
siri	908937
afrm	1820953
on	1097864
cdw	1402057
syf	1601712
abc	1140859
tsco	916365
alb	915913
li	1791706
gmab	1434265
bgne	1651308
gww	277135
fnv	1456346
mkc	63754
eix	827052
db	1159508
lng	3570
o	726728
maa	912595
oke	1039684
swks	4127
oxy	797468
grmn	1121788
zbh	1136869
dvn	1090012
ckhuy	1637120
payc	1590955
enph	1463101
chd	313927
ftv	1659166
invh	1687229
bby	764478
ir	1699150
dov	29905
zi	1794515
bkr	1701605
ccep	1650107
stx	1137789
imo	49938
expe	1324424
ntrs	73124
cnhi	1567094
dal	27904
hig	874766
tef	814052
hznp	1492426
dre	783280
uri	1067701
luv	92380
alny	1178670
rprx	1802768
chwy	1766502
rci	733099
pins	1506293
ix	1070304
avtr	1722482
lyv	1335258
mga	749098
mchp	827054
ppl	922224
ste	1757898
ccl	815097
ryaay	1038683
ppery	1461748
zto	1677250
anyyy	1700171
ttm	926042
dte	936340
bill	1786352
clx	21076
baesy	895564
htht	1483994
sui	912593
cve	1475260
mpwr	1280452
k	55067
fts	1666175
aee	1002910
gnrc	1474735
et	1276187
ess	920522
tw	1758730
bio	12208
fe	1031296
hes	4447
etr	65984
yndx	1513845
beke	1809587
kmx	1170010
expd	746515
wmg	1319161
wat	1000697
cs	1159510
hban	49196
key	91576
pool	945841
tru	1552033
trmb	864749
pki	31791
gib	1061574
ttwo	946581
dgx	1022079
path	1734722
dpz	1286681
mgm	789570
foxa	1754301
xyl	1524472
w	1616707
nvr	906163
ulta	1403568
tyl	860731
caixy	1535628
yumc	1673358
jbht	728535
zshgy	1495686
ssnc	1402436
ctlt	1596783
br	1383312
cuk	1125259
imbby	1072670
rf	1281761
holx	859737
ntap	1002047
hpe	1645590
coo	711404
hal	45012
cqp	1383650
snmry	1437771
tdy	1094285
gpc	40987
peak	765880
ui	1511737
cfg	759944
viac	813828
akam	1086222
rcl	884887
cms	811156
splk	1353283
bro	79282
kb	1445930
mtb	36270
wpm	1323404
nice	1003935
pfg	1126328
tech	842023
vtr	740260
burl	1579298
fms	1333141
fds	1013237
lsxma	1560385
crl	1100682
dri	940944
amcr	1748790
cinf	20286
czr	1590895
entg	1101302
pkx	889132
fang	1539838
cg	1527166
flt	1175454
qsr	1618756
argx	1697862
xm	1747748
moh	1179929
ip	51434
bxp	1037540
hei	46619
ce	1306830
rng	1384905
wpp	806968
sbny	1288784
udr	74208
wdc	106040
j	52988
jhx	1159152
acgl	947484
iex	832101
nuan	1002517
bili	1723690
podd	1145197
bip	1406234
dish	1001082
cpt	906345
prdsy	1527249
cag	23217
ally	40729
mkl	1096343
lkq	1065696
mas	62996
avy	8818
tsgty	939383
qrvo	1604778
wab	943452
shg	1263043
ben	38777
txt	217346
incy	879169
atasy	1437775
dt	1773383
rol	84839
pba	1546066
xp	1787425
apo	1411494
bmrn	1048477
pubgy	1050952
emn	915389
nvax	1000694
plug	1093691
mktx	1278021
asx	1122411
ptaiy	1455967
txg	1770787
aes	874761
vtrs	1792044
omc	29989
lbtya	1570585
clr	732834
chkp	1015922
evrg	1711269
bldr	1316835
masi	937556
iclr	1060955
els	895417
ath	1527469
rkuny	1294591
tdoc	1477449
nlok	849399
lnt	352541
cday	1725057
amc	1411579
pwr	1050915
agr	1634997
aap	1158449
zg	1617640
cnp	1130310
tfx	96943
oaofy	1058255
vici	1705696
sjm	91419
rgen	730272
l	60086
car	723612
elp	1041792
trex	1069878
irm	1020569
sjr	932872
abmd	815094
brtx	1505497
viv	1066119
aci	1646972
clvt	1764046
morn	1289419
suz	909327
ptc	857005
cah	721371
ndsn	72331
snn	845982
fnf	1331875
wpc	1025378
ipg	51644
tcom	1269238
wrb	11544
cck	1219601
teck	886986
exas	1124140
ffiv	1048695
whr	106640
vivhy	1127055
logi	1032975
uhal	4457
sedg	1419612
lu	1816007
bz	1842827
lumn	18926
cboe	1374310
phm	822416
fbhs	1519751
chrw	1043277
cf	1324404
lnvgy	932477
pbcry	1463157
amh	1562401
mmex	1440799
bsy	1031308
ual	100517
cgnx	851205
mos	1285785
has	46080
nmr	1163653
cpb	16732
eqh	1333986
bntgy	1533945
gdrx	1809519
fmc	37785
elan	1739104
cxo	1358071
rjf	720005
ato	731802
mpw	1287865
sc	1580608
ggg	42888
qgen	1015820
sbhmy	1604982
kkoyy	1436794
wtrg	78128
bki	1627014
stld	1022671
iep	813762
asan	1477720
aos	91142
hwm	4281
lyft	1759509
kkpny	1001474
mndy	1845338
sqm	909037
otex	1002638
mtn	812011
aem	2809
fnd	1507079
jll	1037976
emraf	1127248
pcty	1591698
fico	814547
rpm	110621
zen	1463172
wsm	719955
gddy	1609711
jkhy	779152
pkg	75677
csl	790051
lpla	1397911
ares	1176948
nwsa	1564708
bg	1144519
frfhf	915191
remyy	1552653
cchgy	1558633
swmay	1011218
ach	1161611
rhi	315213
alsmy	1062066
lnc	59558
reg	910606
sofi	1818874
ts	1190723
ldos	1336920
avlr	1348036
jxhly	1487533
brkr	1109354
kof	910631
wlk	1262823
wso	105016
pton	1639825
icl	941221
enia	912505
lii	1069202
cna	21175
jpxgy	1600520
xray	818479
psmmy	1439580
mhk	851968
kep	887225
coup	1385867
mro	101778
cien	936395
pnr	77360
lamr	1090425
gfl	1780232
lnegy	1437041
lsi	944314
sci	89089
cma	28412
rh	1528849
afg	1042046
cube	1298675
wrk	1732845
aal	6201
dva	927066
alle	1579241
mcfe	1783317
iac	1800227
trgp	1389170
glob	1557860
sna	91440
cone	1553023
znh	1041668
grub	1792627
dkng	1772757
tpr	1116132
ihg	858446
aseky	1450206
bah	1443646
jnpr	1043604
hubb	48898
hst	1070750
nly	1043219
mrvi	1823239
kl	1713443
gme	1326380
disca	1437107
cacc	885550
estc	1707753
glpi	1575965
acm	868857
ftch	1740915
ni	1111711
re	1095073
uhs	352915
wfg	1402388
hsic	1000228
ctxs	877890
ewbc	1069157
upst	1647639
midd	769520
tme	1744676
cabo	1632127
anet	1596532
gh	1576280
wal	1212545
rexr	1571283
vst	1692819
rdy	1135951
lea	842162
ttc	737758
uwmc	1783398
dar	916540
bwa	908255
azpn	929940
pcor	1611052
ivz	914208
synh	1610950
tfii	1588823
frt	34903
five	1177609
mmp	1126975
ndvly	800928
grfs	1438569
rs	861884
see	1012100
aemmy	1437776
aa	1675149
axon	1069183
lscc	855658
erie	922621
clf	764065
nrg	1013871
aeg	769218
zion	109380
bep	1533232
ssl	314590
kim	879101
cp	16875
uelmo	100826
site	1650729
mdiby	1379481
prymy	1437672
hnp	929058
knx	1492691
wynn	1174922
tap	24545
deck	910521
jbl	898293
cea	1030475
dbx	1467623
manh	1056696
cx	1076378
wsc	1647088
fslr	1274494
agl	1831097
cms-pb	201533
fivn	1288847
dox	1062579
g	1398659
gfi	1172724
dlb	1308547
bap	1001290
gwre	1528396
tpl	1811074
syna	817720
bery	1378992
qs	1811414
ptbry	1504122
levi	94845
ugi	884614
pen	1321732
tndm	1438133
smar	1366561
arw	7536
monoy	1583055
dseey	1481045
dks	1089063
dava	1656081
an	350698
gl	320335
wms	1604028
uthr	1082554
cpri	1530721
y	775368
jef	96223
aiz	1267238
oc	1370946
dqjcy	1446597
st	1477294
pstg	1474432
ebr	1439124
bj	1531152
bhc	885590
stor	1538990
tpx	1206264
apa	1841666
slab	1038074
nwl	814453
sbsw	1786909
ipgp	1111928
teva	818686
lw	1679273
arcc	1287750
cnxc	1803599
egp	49600
ttek	831641
mksi	1049502
sbysf	1783546
aqn	1174169
crox	1334036
oukpy	1436786
bmrry	1671235
chdn	20212
armk	1584509
gds	1526125
phys	1477049
ggmc	1818880
h	1468174
lad	1023128
vrt	1674101
smg	825542
mxchy	1435969
pega	1013857
seic	350894
zayo	1608249
ua	1336917
nvcr	1645113
flex	866374
alv	1034670
fhn	36966
dnb	1799208
tol	794170
agco	880266
au	1067428
edr	1766363
bhvn	1689813
bld	1633931
oln	74303
ntra	1604821
rnr	913144
ntla	1652130
wix	1576789
open	1801169
nbix	914475
itt	216228
fr	921825
glbe	1835963
bch	1161125
fsv	1637810
airc	1820877
wes	1423902
ggb	1073404
tixt	1825155
che	19584
psxp	1572910
pags	1712807
phi	78150
tx	1342874
faf	1472787
ccj	1009001
rl	1037038
hllgy	1674534
wf	1264136
gntx	355811
cold	1455863
pag	1019849
osh	1564406
ovv	1792580
lite	1633978
cbsh	22356
chh	1046311
nnn	751364
fcnca	798941
saia	1177702
leco	59527
xpo	1166003
docn	1582961
jsgry	1442656
accyy	1049183
agnc	1423689
gil	1061894
cib	1071371
aer	1378789
cfr	39263
omcl	926326
glpey	1385535
bak	1071438
nyt	71691
nclh	1513761
mrtx	1576263
medp	1668397
acc	1283630
pnw	764622
thc	70318
vno	899689
wh	1722684
cvac	1809122
qdel	353569
eslt	1027664
atr	896622
lpx	60519
dxc	1688568
voya	1535929
krc	1025996
bsac	1027552
penn	921738
cor	1490892
m	794367
bsmx	1698287
isday	1224306
oge	1021635
wu	1365135
arwr	879407
coty	1024305
asnd	1612042
hii	1501585
osk	775158
kss	885639
azek	1782754
hta	1360604
bfam	1437578
stag	1479094
atus	1702780
bc	14930
oled	1005284
srpt	873303
jazz	1232524
nlsn	1492633
pltk	1828016
lfus	889331
fybr	20520
axta	1616862
casy	726958
ori	74260
slv	1330568
znga	1439404
miufy	1447113
csan	1430162
iivi	820318
slfpy	1370418
pe	1594466
mp	1801368
ayi	1144215
dci	29644
hun	1307954
mat	63276
bncdy	1667075
vir	1706431
pbct	1378946
ffin	36029
usfd	1665918
kgc	701818
plnt	1637207
yeti	1670592
sf	720672
bokf	875357
pac	1347557
cae	1173382
brx	1581068
pnfp	1115055
mbt	1115837
ksryy	1668501
asai	1834048
jhg	1274173
ppc	802481
lpl	1290109
hli	1302215
post	1530950
pegry	1455633
wb	1595761
pvh	78239
rga	898174
byd	906553
rgld	85535
rcm	1472595
run	1469367
tsp	1823593
rba	1046102
gmed	1237831
cwen	1567683
sam	949870
newr	1448056
dooo	1748797
ntco	1776967
swch	1710583
amba	1280263
snv	18349
adt	1703056
stwd	1465128
exp	918646
cybr	1598110
wwd	108312
mtz	15615
rpd	1560327
legn	1801198
foxf	1424929
ohi	888491
pb	1068851
lstr	853816
chng	1756497
eme	105634
iaa	1745041
gwr	1012620
ccoey	1551467
plan	1540755
cohr	21510
dsgx	1050140
wk	1445305
amg	1004434
omf	1584207
ozon	1822829
vac	1524358
reyn	1786431
zlab	1704292
nep	1603145
nvst	1757073
algm	866291
vvv	1674910
pso	938323
kt	892450
paa	1070423
kbr	1357615
asgn	890564
pii	931015
ingr	1046257
gps	39911
skx	1065837
furcf	1559444
shc	1822479
ntnx	1618732
alk	766421
wts	795403
bepc	1791863
bbio	1743881
crsp	1674416
vlpny	1378984
colm	1050797
ehc	785161
ash	1674862
bpop	763901
nxst	1142417
cigi	913353
tnet	937098
x	1163302
bpmc	1597264
pmcb	1157075
bl	1666134
caci	16058
expo	851520
novt	1076930
swav	1642545
bmbl	1830043
stn	1131383
gbtc	1588489
wcc	929008
krnt	1625791
chk	895126
eeft	1029199
eqt	33213
rare	1515673
hele	916789
ubsfy	1446702
curlf	1756770
asr	1123452
tmx	1428875
uso	1327068
exel	939767
cfx	1420800
txrh	1289460
aval	1504764
nvt	1720635
mdu	67716
ssd	920371
zim	1654126
sid	1049659
woof	1826470
flo	1128928
futu	1754581
lysdy	1444327
ozk	1569650
cuz	25232
tenb	1660280
fsk	1422183
mgp	1656936
iipr	1677576
rlx	1828365
pri	1475922
dei	1364250
sgms	750004
wex	1309108
amn	1142750
arna	1080709
son	91767
rrr	1653653
nfg	70145
chpt	1777393
gpk	1408075
pfgc	1618673
slm	1032033
ida	1057877
trno	1476150
insp	1609550
mituy	1446420
timb	1826168
gtls	892553
hbi	1359841
fate	1434316
esi	1590714
vips	1529192
cr	25445
nati	935494
snx	1177394
ccmp	1102934
dnli	1714899
orcc	1655888
msa	66570
cbl	910612
iart	917520
ssb	764038
halo	1159036
nycb	910073
lazr	1758057
mstr	1050446
hayw	1834622
smtc	88941
hog	793952
bcpc	9326
qlys	1107843
virt	1592386
ncno	1566895
altr	1701732
irdm	1418819
ryn	52827
cw	26324
vg	1272830
powi	833640
igt	1619762
vly	714310
coke	317540
evr	1360901
amkr	1047127
gt	42582
mxl	1288469
tho	730263
src	1308606
crct	1828962
drvn	1804745
srcl	861878
beam	1745999
awi	7431
esgr	1363829
gbci	868671
grp-un	1564538
ar	1433270
apps	317788
adrzy	1436467
musa	1573516
cc	1627223
aqua	1604643
lspd	1823306
mime	1644675
paas	771992
hlne	1433642
anat	1801075
rog	84748
hfc	48039
fcn	887936
dcp	1338065
crus	772406
tv	912892
clh	822818
trup	1371285
leg	58492
ufpi	912767
nov	1021860
vicr	751978
expi	1495932
achc	1520697
abcm	1492074
wen	30697
nsa	1618563
mtsi	1493594
cit	1171825
vrns	1361113
bb	1070235
prgo	1585364
man	871763
hhc	1498828
vmi	102729
pacw	1102112
rli	84246
vnt	1786842
dv	1819928
knsl	1669162
psb	866368
slg	1040971
wing	1636222
cdk	1609702
shi	908732
ncr	70866
amed	896262
fsr	1720990
nrz	1556593
spsc	1092699
tfsl	1381668
tkr	98362
sitm	1451809
stne	1745431
hcm	1648257
seas	1564902
wtfc	1015328
spt	1517375
icui	883984
roll	1324948
appn	1441683
umbf	101382
atc	1762459
neog	711377
esnt	1448893
pinc	1577916
pzza	901491
sbs	1170858
sigi	230557
celh	1341766
saic	1571123
tdc	816761
atkr	1666138
al	1487712
apg	1796209
nea	1195737
angi	1705110
jbt	1433660
por	784977
avnt	1122976
gshd	1726978
mms	1032220
unm	5513
task	1829864
opch	1014739
ely	837465
wbs	801337
dds	28917
chffy	1601994
ions	874015
ab	825313
slgn	849869
msm	1003078
fsly	1517413
hri	1364479
arvl	1835059
stl	1070154
mtg	876437
kod	1468748
cwk	1628369
nfe	1749723
thg	944695
four	1794669
cig	1157557
ocdx	1828443
qtwo	1410384
pdce	77877
sfbs	1430723
diod	29002
exls	1297989
wd	1497770
am	1623925
sndr	1692063
seb	88121
fizz	69891
pfsi	1745916
rhp	1040829
lxp	910108
lanc	57515
onto	704532
rrc	315852
bwxt	1486957
hiw	921082
he	354707
nomd	1651717
swi	1739942
chgg	1364954
cano	1800682
ubsi	729986
bcucy	1581285
bxmt	1061630
unvr	1494319
jblu	1158463
mlco	1381640
allk	1564824
laz	1311370
sum	1621563
cri	1060822
sail	1627857
hr	899749
pacb	1299130
env	1337619
pgny	1551306
upchy	1447772
shlx	1610466
safm	812128
axs	1214816
box	1372612
gtes	1718512
upwk	1627475
jamf	1721947
cns	1284812
etrn	1747009
hlf	1180262
fn	1408710
staa	718937
appf	1433195
acad	1070494
lesl	1821806
fl	850209
ttd	1671933
bkh	1130464
adc	917251
cwst	911177
sdipf	1562040
rdfn	1382821
msp	1724570
ora	1296445
mgy	1698990
bynd	1655210
ensg	1125376
sfrgy	1571549
hain	910406
bhf	1685040
tnl	1361658
spr	1364885
mth	833079
cixx	1829948
hrb	12659
nsp	1000753
bzzuy	1437774
wns	1356570
cert	1827090
sig	832988
fvrr	1762301
shls	1831651
ayx	1689923
hasi	1561894
gtbif	1795139
focs	1651052
r	85961
abcl	1703057
adpt	1478320
pk	1617406
tgna	39899
negg	1474627
twst	1581280
swx	1692115
ful	39368
fele	38725
prft	1085869
cere	1805387
sxt	310142
tmhc	1562476
spb	109177
aaon	824142
chx	1723089
mtdr	1520006
frpt	1611647
ttec	1013880
sqsp	1496963
ay	1601072
hxl	717605
cmc	22444
kbh	795266
migi	1218683
sky	90896
alrm	1459200
ogs	1587732
adnt	1670541
psth	1811882
msgs	1636519
lhcg	1303313
hwc	750577
neo	1077183
knbe	1664998
umpq	1077771
pch	1338749
dufry	1546354
sim	887153
kwr	81362
orryy	1641431
tsem	928876
lope	1434588
vne	1733186
frhc	924805
hgv	1674168
dct	1160951
itci	1567514
btg	1429937
vsbc	1697884
nari	1531048
figs	1846576
livn	1639691
cef	1726122
cbu	723188
njr	356309
xrx	1770450
kfy	56679
aciw	935036
amrc	1488139
homb	1331520
goos	1690511
calx	1406666
taipy	1716957
auy	1264089
doc	1574540
sstk	1549346
ibp	1580905
pnm	1108426
rvlv	1746618
unf	717954
smpl	1702744
safe	1688852
cnmd	816956
nvg	1090116
awr	1056903
viav	912093
blkb	1280058
alks	1520262
avt	8858
ebc	1810546
sun	1552275
apls	1492422
ait	109563
edu	1372920
alsn	1411207
aeo	919012
eye	1710155
trtn	1660734
rdn	890926
ameh	1083446
iijiy	1090633
dsey	1831617
dbrg	1679688
ssrm	921638
mur	717423
fls	30625
ajrd	40888
golf	1672013
carg	1494259
nni	1258602
bku	1504008
mc	1596967
lcii	763744
neu	1282637
arvn	1655759
yy	1530238
comp	1563190
flow	1641991
jbgs	1689796
lgih	1580670
hi	1417398
sem	1320414
wwe	1091907
bmch	1574815
nkla	1731289
bldp	1453015
iq	1722608
navi	1593538
cwt	1035201
fnb	37808
glpg	1421876
si	1312109
shoo	913241
krtx	1771917
becn	1124941
fhi	1056288
lfst	1845257
mdc	773141
nvmi	1109345
klic	56978
aso	1817358
be	1664703
lthm	1742924
crvl	874866
spwr	867773
bbu	1654795
isbc	1594012
nsit	932696
athm	1527636
imab	1778016
hpp	1482512
apam	1517302
gatx	40211
ppbi	1028918
swtx	1773427
rsi	1793659
jteky	1446661
rezi	1740332
cade	1299939
nvta	1501134
arnc	1790982
sono	1314727
trip	1526520
ago	1273813
out	1579877
ael	1039828
sfm	1575515
hypmy	1486749
matx	3453
bnl	1424182
six	701374
evtc	1559865
azihy	1533475
kex	56047
coop	933136
vzio	1835591
gpi	1031203
den	945764
dorm	868780
wbt	1650962
nad	1083839
ccoi	1158324
cgc	1737927
dnp	806628
kmpr	860748
spce	1706946
egfey	1437178
fix	1035983
tlry	1731348
aple	1418121
fhb	36377
tuya	1829118
cim	1409493
flyw	1580560
atco	1794846
vrnt	1166388
sr	1126956
ale	66756
flr	1124198
mac	912242
mmsi	856982
abcb	351569
zntl	1725160
wdfc	105132
trox	1530804
epr	1045450
aeis	927003
hqy	1428336
ai	1577526
asb	7789
lob	1462120
cwh	1669779
lac	1440972
ads	1101215
mara	1507605
boh	46195
caty	861842
cpa	1345105
pay	1841156
mli	89439
olo	1431695
sm	893538
form	1039399
psn	275880
cour	1651562
insm	1104506
rxrx	1601830
sklz	1801661
dada	1793862
ens	1289308
eqc	803649
sgfy	1828182
kw	1408100
vnom	1602065
kc	1795589
irtc	1388658
wtm	776867
crc	1609253
psec	1287032
eprt	1728951
boot	1610250
exg	1379438
jobs	1295484
opk	944809
jwn	72333
vsat	797721
simo	1329394
bco	78890
csgp	1057352
bpxxy	1567024
brp	1781755
brfs	1122491
rmbs	917273
sfnc	90498
ax	1299709
trn	99780
olli	1639300
omi	75252
tmbby	1531740
sana	1770121
qfin	1741530
wern	793074
flgt	1674930
abg	1144980
sitc	894315
ftdr	1727263
fwrd	912728
lgf-a	929351
prg	1808834
rcii	933036
dan	26780
cvlt	1169561
ibtx	1564618
ofc	860546
hlio	1024795
ramp	733269
atrc	1323885
pbh	1295947
cno	1224608
pjt	1626115
trq	1158041
shak	1620533
cnne	1704720
aimc	1374535
bios	1856653
meoh	886977
tph	1561680
cnx	1070412
iova	1425205
bmi	9092
unit	1620280
fold	1178879
enlc	1592000
ipar	822663
jjsf	785956
drna	1399529
cbt	16040
rcus	1724521
eaf	931148
swn	7332
mntv	1739936
nova	1772695
vc	1111335
ulcc	1670076
bipc	1788348
jw-a	107140
csq	1275214
nmrk	1690680
algt	1362468
pd	1568100
qrtea	1355096
vcyt	1384101
vsh	103730
tac	1144800
ucbi	857855
cbrl	1067294
onb	707179
mnso	1815846
main	1396440
tcbi	1077428
tex	97216
eva	1592057
nvro	1444380
bstz	1768666
ccu	888746
mcy	64996
ava	104918
agi	1178819
ptct	1070081
sji	91928
aub	883948
tcnnf	1754195
cvbf	354647
dq	1477641
mgee	1161728
cytk	1061983
ghc	104889
tkc	1071321
kmt	55242
zh	1835724
mrcy	1049521
hth	1265131
rusha	1012019
nwe	73088
go	1771515
joe	745308
veon	1468091
gef	43920
fun	811532
mant	892537
prmw	884713
rlay	1812364
itri	780571
unfi	1020859
ottr	1466593
ahco	1725255
ugp	1094972
lmnd	1691421
whd	1699136
ngvt	1653477
ifs	1615903
mmyt	1495153
frog	1800667
ktb	1760965
acva	1637873
aagh	1098009
mpln	1793229
ag	1308648
lpro	1806201
fbp	1057706
tal	1499620
sdgr	1490978
tigo	912958
crnc	1768267
brc	746598
fcfs	840489
sbra	1492298
auph	1600620
wire	850460
ihrt	1400891
hubg	940942
urbn	912615
itgr	1114483
rxt	1810019
tbk	1539638
usm	821130
door	893691
sgry	1638833
shmay	1555379
cvco	278166
ain	819793
hl	719413
ostk	1130713
psfe	1833835
wor	108516
pack	1712463
ddd	910638
dy	67215
bmez	1785971
abm	771497
yelp	1345016
mdrx	1124804
enic	1659939
swim	1833197
scl	94049
peb	1474098
evbg	1437352
bdc	913142
pdco	891024
fult	700564
ptxky	1545057
fti	1681459
ailih	18654
enr	1632790
semr	1831840
vgr	59440
pvg	1508844
erj	1355444
epay	1073349
